id,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,CustomerId_zscore,Gender_Male,Surname_Origin_Latitude,Surname_Origin_Longitude,Geography_Latitude,Geography_Longitude,CreditScore_Range,CreditScore_zscore,Age_zscore,Balance_zscore,EstimatedSalary_zscore
53,5,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,4,1.4219892975265238,-0.5647462578074964,-1.2260086171219107,0.2937968436164619
54,8,1,0.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,0.04598653998143235,0.19812658671928624,0.7865135101677385,1.1122048291694884
55,1,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.5126912713526649,0.29348569228513405,0.3526924493182355,-1.0445755572218096
56,1,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.32646533424129914,0.38884479785098186,0.7809028673062276,0.23175554407367002
57,5,1,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.056332425376508226,0.5795630089826775,0.8234171309179982,-0.22564483672350846
58,0,1,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.7701985176367436,-1.899773735729366,-0.009663558979048269,-0.9472106959030058
59,4,1,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.4438209569094935,2.582104225865482,-1.2260086171219107,-1.7118477582480096
60,4,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.3781947612166785,1.1517176423777644,-0.5738898723368736,-0.9270120158968564
61,5,1,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,0.9460785693530335,-0.37402804667580075,0.9675515888423595,-0.27082332600572767
62,9,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.37705487262386034,-1.1369008912025833,1.2155367140420532,0.4592883626533542
63,1,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-0.9886019995261551,-0.5647462578074964,-0.32707656287666015,1.3688282126377997
64,8,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.3460172164386327,1.6285131702070037,0.03551906579136942,-0.011911455551450352
65,4,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.4919995005625131,-1.2322599967684311,0.5237228913984552,-0.1259478402247053
66,6,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.0391915379087164,-0.27866894110995294,1.496070139367072,-1.2577109059664562
67,1,1,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.7196089792541824,-0.46938715224164856,0.4029777858766564,0.1799519197465161
68,10,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.8736573715875023,0.38884479785098186,0.7483351731575844,1.67967204354352
69,5,2,0.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,0.1080618523518876,-0.37402804667580075,1.1898380303340015,0.2360396751820486
70,8,1,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.25290424788294985,-1.7090555245976704,0.35072964593351713,-1.4238759288100846
71,2,4,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.9046950277727299,1.8192313813386993,0.9176791366150698,-1.2470075340830051
72,6,1,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,1.6806364324034206,-0.9461826800708877,-1.2260086171219107,-1.149972729625855
73,0,1,0.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,0.0666783107715841,-0.1833098355441051,1.396306642295097,-0.9717336772678193
74,5,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.48165361516743727,-1.327619102334279,1.3029213746769417,-0.7243951863254724
75,9,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.3610538737488866,-0.27866894110995294,-1.2260086171219107,0.7908682158742384
76,1,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.8736573715875023,-1.7090555245976704,1.63850770039171,-1.3510999558901124
77,8,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.13909950853711522,1.533154064641156,-1.2260086171219107,0.6795607997625923
78,9,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.2839419040681775,-0.6601053633733442,-1.2260086171219107,0.8369203646258724
79,5,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,4,1.1012668502791716,-0.5647462578074964,0.012215143260116385,1.6373515545359476
80,10,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-2.426680069441702,0.19812658671928624,0.7324617260560353,-0.030983629577729772
81,1,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.1494453939321911,-0.46938715224164856,0.32303754513451827,1.2404143563060563
82,2,1,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,4,1.308184558180689,-0.6601053633733442,-1.2260086171219107,0.6325485646394144
83,3,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.1127526242670656,-0.27866894110995294,-1.2260086171219107,-1.2879476272171277
84,4,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.495550383884873,-0.46938715224164856,0.22145261268250585,1.0286359273145629
85,4,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.6300468940208594,0.6749221145485254,-1.2260086171219107,-1.7072473081557806
86,10,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,0.01494888379620473,3.4403361759581124,-1.2260086171219107,0.2537580596045478
87,3,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,4,1.0288456525136405,-1.6136964190318226,0.7243220063851606,0.4966506950542497
88,9,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.8115820592170471,-0.8508235745050399,-1.2260086171219107,0.900544302471041
89,4,3,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.04712642857425052,0.6749221145485254,-1.2260086171219107,-0.11880501325293025
90,3,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.16093116792008513,-1.0415417856367355,0.0822652335160517,0.9861366719983601
91,5,3,1.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.036780543179174646,0.48420390341682973,-1.2260086171219107,1.2889587995472696
92,7,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,1.6289070054280412,0.5795630089826775,0.6753517769451141,0.8181711176765637
93,10,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.3093244467735072,-0.27866894110995294,-1.2260086171219107,0.16574556292041306
94,8,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,4,1.2254174750200821,-0.9461826800708877,-1.2260086171219107,1.2556642701536473
95,4,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.8219279446121229,0.29348569228513405,-1.2260086171219107,-0.24521000927602005
96,10,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.40243741532919,-0.37402804667580075,1.59933113216483,0.36856550440666086
97,9,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,4,1.2668010166003856,0.19812658671928624,0.4221217705468139,-0.617127749671118
98,8,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,5,1.6909823177984964,-0.9461826800708877,0.3301037014319777,1.690155435484931
99,8,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.6150102367106055,-1.6136964190318226,-1.2260086171219107,-0.007621759733075632
100,9,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-2.4577177256269294,-0.46938715224164856,-1.2260086171219107,-1.6267934266184547
101,6,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.1494453939321911,0.1027674811534384,-1.2260086171219107,1.074070741050985
102,6,2,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.28508179266099565,0.48420390341682973,-1.2260086171219107,1.1664866623140435
103,9,1,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.9046950277727299,-0.7554644689391921,0.09910245137967093,-1.0105619629583573
104,7,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-1.2679409051932038,-0.27866894110995294,-1.2260086171219107,-0.68770722721725
105,1,1,1.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.20117482090757047,2.4867451202996342,-1.2260086171219107,1.3489613284651778
106,4,2,1.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.2954276780560715,0.6749221145485254,0.4901744366821908,-1.2016076736812469
107,1,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.7092630938591065,-0.6601053633733442,0.199510118531932,-1.5655755302579233
108,2,1,0.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.3909516413412961,-0.27866894110995294,0.37370739625442395,-1.097409696281398
109,5,1,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.4713077297723614,-0.5647462578074964,1.1796965589505881,-0.49074727315144945
110,9,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-1.7748892895519217,-0.37402804667580075,0.2619439674653914,-0.011015885036425607
111,3,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.3563631018337086,-0.8508235745050399,0.22512609714880977,-0.6434274385994283
112,7,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-1.164482051242445,0.007408375587590569,0.5059113242145925,-1.2668770267134377
113,2,1,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-0.916180801760624,0.29348569228513405,0.3806235293632425,-0.23103843188739348
114,9,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.25290424788294985,-0.27866894110995294,0.47602609596882733,-1.3405562216246794
115,9,2,0.0,1.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.7288149760564401,-1.0415417856367355,1.2499436347822073,0.021173875525749314
116,9,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.23335236568561626,-0.8508235745050399,0.8953335352856159,-0.45064066923645557
117,6,1,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,0.18048305011741872,-0.1833098355441051,1.464541868699557,0.2704963594789539
118,1,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.495550383884873,0.19812658671928624,-1.2260086171219107,-1.1880139566462955
119,8,1,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-1.3093244467735072,-0.7554644689391921,0.5021211550460124,1.732747378002009
120,4,2,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.5012054973647708,-0.46938715224164856,1.7419791423846445,0.36085664208995266
121,8,2,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,1.8358247133295587,-0.46938715224164856,0.8485642870703732,-1.0773202237089252
122,6,1,0.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,3,0.242558362487874,0.007408375587590569,0.7004657548923087,0.000828078499073445
123,6,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.056332425376508226,0.007408375587590569,-1.2260086171219107,0.7127445566478507
124,10,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,3,0.3460172164386327,0.865640325680221,0.7996958361824495,1.7049928652040485
125,3,1,0.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.26439002187084387,-1.0415417856367355,-1.2260086171219107,1.453138438202541
126,9,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-2.2611459031204877,0.29348569228513405,1.2199375545233704,0.17706053121189172
127,1,1,0.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,1,-1.0506773118966104,1.2470767479436122,-1.2260086171219107,-1.5902424984938903
128,0,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.26439002187084387,1.6285131702070037,1.154283015469665,-0.9261633976224252
129,7,2,1.0,0.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,5,1.8358247133295587,0.19812658671928624,-1.2260086171219107,1.2398076290192752
130,9,1,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,4,1.2357633604151579,-1.4229782079001267,0.4060877216984505,1.1681199046979491
131,3,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,4,1.1116127356742476,-0.46938715224164856,-1.2260086171219107,0.41983700334042134
132,9,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.494410495292055,-0.5647462578074964,0.8714699108582794,0.2582699960283988
133,9,1,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.37705487262386034,-0.08795072997825726,0.7385718050882778,-1.1211925712167075
134,1,2,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.3667089872287845,-1.327619102334279,-1.2260086171219107,-1.4541971640938245
135,7,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.4323351829215996,0.007408375587590569,0.7747567250074847,0.423052710129516
136,5,2,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,2,-0.6368418960935754,1.0563585368119166,1.0963864063054858,-1.1328028169323632
137,5,1,0.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,1,-1.9611152266632874,-0.46938715224164856,-0.20559560643707264,1.1773004589114833
138,2,1,0.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,-0.14023939712993339,0.1027674811534384,0.9131537576534388,-0.12030192024192697
139,2,1,1.0,0.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,2,-0.6885713230689547,0.865640325680221,2.1903239224814826,-0.4333879814817692
140,1,2,0.0,1.0,1,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,1,-0.7403007500443342,-0.37402804667580075,0.8494782103840809,-1.5910288615752382
141,10,1,1.0,0.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,40.4203479,-79.1166983,4,1.0909209648840956,0.48420390341682973,0.9770897618475202,1.5556941305647407
142,7,2,1.0,1.0,0,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,46.603354,1.8883335,2,0.12875362314203936,-0.46938715224164856,-1.2260086171219107,1.397157977331624
143,5,1,1.0,1.0,0,-0.020002000300047854,0,23.692174048611108,1.2994542580906454,46.603354,1.8883335,3,0.325325445648481,0.38884479785098186,0.7911610233919169,1.6213304066623104
144,2,1,1.0,0.0,1,-0.020002000300047854,1,23.692174048611108,1.2994542580906454,39.3260685,-4.8379791,4,1.473718724501903,1.2470767479436122,-1.2260086171219107,1.0266974953667996
